Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.3634,82.27,0.3052,86.65,0.9262
2,0.1648,93.67,0.3052,89.20,0.9366
3,0.0941,96.60,0.3616,88.24,0.9354
4,0.0654,97.61,0.3280,90.37,0.9454
5,0.0464,98.33,0.3862,90.22,0.9443
6,0.0422,98.57,0.4136,90.05,0.9476
