Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.4177,78.97,0.3148,86.86,0.9086
2,0.2062,92.04,0.3665,86.01,0.9132
3,0.1167,96.02,0.3496,86.60,0.9109
4,0.1130,96.42,0.5686,82.86,0.9135
5,0.1227,97.27,0.4666,86.29,0.9246
6,0.0543,98.28,0.4673,87.66,0.9313
