Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.3605,82.58,0.4667,79.47,0.9196
2,0.1558,93.94,0.3013,90.00,0.9446
3,0.0928,96.50,0.4575,85.01,0.9407
4,0.0636,97.65,0.4100,87.64,0.9433
5,0.0469,98.27,0.4625,88.42,0.9452
6,0.0382,98.68,0.5437,85.81,0.9352
7,0.0322,98.92,0.4603,87.50,0.9367
