Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.3583,82.53,0.3047,87.22,0.9268
2,0.1579,93.71,0.4039,86.43,0.9390
3,0.0960,96.48,0.3292,88.96,0.9395
4,0.0677,97.54,0.3646,89.62,0.9454
5,0.0506,98.18,0.3439,89.15,0.9455
6,0.0422,98.50,0.4260,89.46,0.9449
