Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.7191,45.26,0.7166,58.51,0.6604
2,0.6589,61.46,0.6781,67.76,0.7798
3,0.5858,72.55,0.7045,64.42,0.8156
4,0.5314,79.61,0.6499,77.39,0.8417
5,0.4940,83.81,0.6706,78.66,0.8421
6,0.4733,85.96,0.6644,79.64,0.8369
7,0.4402,88.65,0.6969,76.91,0.8407
8,0.4319,89.45,0.6775,80.08,0.8410
9,0.4168,90.75,0.6856,79.66,0.8577
