Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.3325,84.43,0.2592,89.44,0.9427
2,0.1546,94.06,0.3026,87.33,0.9455
3,0.0929,96.56,0.2913,89.11,0.9514
4,0.0678,97.56,0.3271,90.64,0.9529
5,0.0533,98.12,0.3478,89.25,0.9558
6,0.0386,98.66,0.4035,88.24,0.9475
