Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.3222,84.44,0.4417,83.06,0.9576
2,0.1397,94.66,0.2521,90.83,0.9620
3,0.0824,97.14,0.2630,91.45,0.9665
4,0.0630,97.62,0.4229,88.45,0.9641
5,0.0447,98.43,0.4024,89.36,0.9653
6,0.0392,98.67,0.3264,90.12,0.9625
7,0.0298,98.97,0.3181,92.15,0.9679
