Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.4195,79.14,0.3455,85.61,0.8857
2,0.2031,92.33,0.3200,88.12,0.9282
3,0.1051,96.14,0.3886,88.99,0.9271
4,0.0819,97.13,0.4187,88.26,0.9278
5,0.0547,98.12,0.4404,88.94,0.9306
6,0.0489,98.35,0.4634,87.36,0.9297
7,0.0585,98.20,0.3865,87.76,0.9364
