Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.3923,80.76,0.3180,85.81,0.9071
2,0.1781,93.05,0.3460,87.80,0.9237
3,0.1015,96.19,0.5272,82.26,0.9096
4,0.0731,97.44,0.4169,88.28,0.9252
5,0.0559,97.98,0.4524,87.04,0.9274
6,0.0427,98.52,0.4793,86.80,0.9238
