Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.3296,84.32,0.3075,86.61,0.9484
2,0.1483,94.33,0.2755,89.90,0.9530
3,0.0848,97.01,0.3301,89.89,0.9543
4,0.0571,97.89,0.3603,90.21,0.9578
5,0.0476,98.38,0.3041,90.47,0.9592
6,0.0374,98.73,0.3939,90.69,0.9601
7,0.0302,98.87,0.3803,90.09,0.9545
