Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_AUC
1,0.4066,79.34,0.4832,79.39,0.9074
2,0.2030,92.05,0.3315,87.53,0.9202
3,0.1248,95.63,0.3308,89.12,0.9335
4,0.0891,96.99,0.3973,89.86,0.9412
5,0.0599,97.92,0.3989,88.34,0.9354
6,0.0481,98.33,0.4075,88.09,0.9383
7,0.0421,98.62,0.4508,89.74,0.9393
8,0.0303,99.08,0.4556,88.97,0.9373
